hospital_name,municipality,cmun,n_beds,type,management,latitude,longitude
Hospital Quirónsalud San José,madrid,28079,84,Surgical,Private Non-Profit,40.4405496250001,-3.67439087699995
Hospital Beata María Ana. Hh. Hospitalarias Sgdo. C. De Jesús,madrid,28079,160,Medical-surgical,Private Non-Profit (Church),40.418052485,-3.66911805199993
Clínica Santa Elena,madrid,28079,76,General,Private Non-Profit (Church),40.4456960740001,-3.71713894999994
Hospital San Francisco De Asís,madrid,28079,168,General,Private Non-Profit (Church),40.442606068,-3.68288271699993
Clínica San Miguel,madrid,28079,94,Psychiatric,Private Non-Profit (Church),40.4598045120001,-3.66053567699993
Clínica Nuestra Sra. De La Paz,madrid,28079,99,Psychiatric,Private Non-Profit (Church),40.4567928020001,-3.66095257799998
Fundación Instituto San José,madrid,28079,259,Geriatrics and/or long-term care,Other Private Non-Profit,40.361935944,-3.77517007699993
Hospital Universitario Fundación Jiménez Díaz,madrid,28079,659,General,Private Non-Profit,40.4385046030001,-3.71890924599995
Hospital Virgen Del Mar,madrid,28079,76,General,Private Non-Profit,40.459589529,-3.67854199399994
"Hestia Madrid (Clínica Sear, S.A.)",madrid,28079,250,Geriatrics and/or long-term care,Private Non-Profit,40.5327457610001,-3.78227558599997
Hospital Ruber Juan Bravo 39,madrid,28079,70,General,Private Non-Profit,40.4326364450001,-3.67775912999997
Hospital Vithas Nuestra Señora De América,madrid,28079,100,General,Private Non-Profit,40.4498106780001,-3.65163876199995
"Hospital Virgen De La Paloma, S.A.",madrid,28079,92,Surgical,Private Non-Profit,40.4453369020001,-3.71589021199998
"Clínica La Luz, S.L.",madrid,28079,180,Medical-surgical,Private Non-Profit,40.4440887310001,-3.71401461399995
Fuensanta S.L. (Clínica Fuensanta),madrid,28079,30,Surgical,Private Non-Profit,40.4401970640001,-3.63993874599993
Hospital Ruber Juan Bravo 49,madrid,28079,163,General,Private Non-Profit,40.432576453,-3.67630957499995
Hospital Ruber Internacional,madrid,28079,143,General,Private Non-Profit,40.4888935270001,-3.71408684099993
Clínica La Milagrosa,madrid,28079,171,Surgical,Private Non-Profit,40.4370245690001,-3.69635706999998
Hospital Universitario La Zarzuela,madrid,28079,116,General,Private Non-Profit,40.462389838,-3.78403759999998
Hospital Universitario Hm Nuevo Belen,madrid,28079,60,Maternity,Private Non-Profit,40.455157129,-3.65770117499994
Sanatorio Neuropsiquiátrico Doctor León,madrid,28079,96,Psychiatric,Private Non-Profit,40.4076626090001,-3.67827789899997
Instituto De Investigaciones Neuropsiquiátricas Dr. López Ibor,madrid,28079,67,Psychiatric,Private Non-Profit,40.4679078440001,-3.72445158699998
"Sanatorio Esquerdo, S.A.",madrid,28079,115,Psychiatric,Private Non-Profit,40.381934857,-3.75775973599997
Hospital Central De La Defensa Gomez Ulla,madrid,28079,475,General,Ministry of Defense,40.3879055130001,-3.74552932899996
Hospital Universitario Príncipe De Asturias,alcalá de henares,28005,507,General,Social Security,40.51024934,-3.34760208199998
Hospital De La Fuenfría,cercedilla,28038,192,Geriatrics and/or long-term care,Social Security,40.760709687,-4.07409086599995
Hh. Hh. Sgdo. C. De Jesús. Complejo Asistencial Benito Menni,ciempozuelos,28040,318,Psychiatric,Private Non-Profit (Church),40.1562350720001,-3.62223452599994
Centro San Juan De Dios,ciempozuelos,28040,339,Psychiatric,Private Non-Profit (Church),40.1596863890001,-3.61102488799997
Hospital Monográfico Asepeyo De Traumat. Cirugía Y Rehabilitación,coslada,28049,133,Traumatology and/or rehabilitation,Matep,40.4370282580001,-3.53136248999994
Hospital Guadarrama,guadarrama,28068,144,Geriatrics and/or long-term care,Autonomous Community,40.669460497,-4.08611077699993
Hospital Universitario Severo Ochoa,leganés,28074,386,General,Social Security,40.3218750940001,-3.76786968699997
Instituto Psiquiátrico Servicios De Salud Mental José Germain-1 Luna,leganés,28074,0,Psychiatric,Autonomous Community,40.327050265,-3.76681887599995
Fremap Hospital Y Centro De Rehabilitación De Majadahonda,majadahonda,28080,116,Traumatology and/or rehabilitation,Matep,40.452236896,-3.85132607899993
Hospital Universitario De Móstoles,móstoles,28092,332,General,Social Security,40.3158212770001,-3.87753333599994
Hospital El Escorial,san lorenzo de el escorial,28131,91,General,Autonomous Community,40.6074541610001,-4.11955033899994
Hospital Virgen De La Poveda,villa del prado,28171,202,Geriatrics and/or long-term care,Autonomous Community,40.2477761910001,-4.27627727299995
Hospital De Madrid,madrid,28079,99,Surgical,Private Non-Profit (Church),40.4313188730001,-3.70694708499997
Hospital Universitario De Getafe,getafe,28065,510,General,Social Security,40.3125188940001,-3.74256698899995
Clínica Isadora,madrid,28079,19,Medical-surgical,Private Non-Profit,40.4571580090001,-3.71652282299993
Hospital Universitario Moncloa,madrid,28079,235,General,Private Non-Profit,40.4332431450001,-3.73362436599996
Hospital Universitario Fundación Alcorcón,alcorcón,28007,400,General,Social Security,40.3488682720001,-3.83739388799995
Clinica Cemtro,madrid,28079,94,Medical-surgical,Private Non-Profit,40.4935140900001,-3.71697684599997
Hospital Universitario Hm  Montepríncipe,boadilla del monte,28022,170,General,Private Non-Profit,40.4131397020001,-3.84396530299995
Centro Oncológico Md Anderson International España,madrid,28079,99,Oncological,Ministry of Defense,40.4707217220001,-3.66648950699994
Hospital Quironsalud Sur,alcorcón,28007,81,Medical-surgical,Private Non-Profit,40.342483708,-3.84903466199995
Hospital Universitario De Fuenlabrada,fuenlabrada,28058,406,General,Autonomous Community,40.2870767570001,-3.81595151999994
Hospital Universitario Hm Torrelodones,torrelodones,28152,86,General,Private Non-Profit,40.570491744,-3.92559737499994
Complejo Universitario La Paz,madrid,28079,1268,General,Social Security,40.4812402430001,-3.68723143299997
Hospital La Moraleja,madrid,28079,126,General,Private Non-Profit,40.492374193,-3.66233561299993
Hospital Los Madroños,brunete,28026,53,General,Private Non-Profit,40.3978750000001,-3.99388377599996
Hospital Quirónsalud Madrid,pozuelo de alarcón,28115,239,General,Private Non-Profit,40.4017819480001,-3.78466211799997
Hospital Centro De Cuidados Laguna,madrid,28079,47,Other specialized,Other Private Non-Profit,40.400373373,-3.74698762299994
Hospital Universitario Madrid Sanchinarro,madrid,28079,198,General,Private Non-Profit,40.4892300490001,-3.66623351499993
Hospital Universitario Infanta Elena,valdemoro,28161,158,General,Autonomous Community,40.1988414420001,-3.69744306799993
Vitas Nisa Pardo De Aravaca.,madrid,28079,98,General,Private Non-Profit,40.4662493290001,-3.78345834199996
Hospital Universitario Infanta Sofía,san sebastián de los reyes,28134,271,General,Autonomous Community,40.5578023210001,-3.61059588599994
Hospital Universitario Del Henares,coslada,28049,243,General,Autonomous Community,40.418437247,-3.53269413099997
Hospital Universitario Infanta Leonor,madrid,28079,0,General,Autonomous Community,40.386418674,-3.61770841499992
Hospital Universitario Del Sureste,arganda del rey,28014,132,General,Autonomous Community,40.2969695560001,-3.45678600999997
Hospital Universitario Del Tajo,aranjuez,28013,98,General,Autonomous Community,40.0572571380001,-3.61079500499994
Hospital Universitario Infanta Cristina,parla,28106,188,General,Autonomous Community,40.218255292,-3.78302070099994
Hospital Universitario Puerta De Hierro Majadahonda,majadahonda,28080,613,General,Autonomous Community,40.4501393560001,-3.87375168899996
Casta Guadarrama,guadarrama,28068,160,Psychiatric,Private Non-Profit,40.6735100000001,-4.11415084799995
Hospital Universitario De Torrejón,torrejón de ardoz,28148,250,General,Autonomous Community,40.465047826,-3.43651467899997
Hospital Rey Juan Carlos,móstoles,28092,364,General,Autonomous Community,40.3391962160001,-3.87041195099994
Hospital General De Villalba,collado villalba,28047,209,General,Autonomous Community,40.6542750940001,-4.00107882499998
Hm Universitario Puerta Del Sur,móstoles,28092,182,General,Private Non-Profit,40.3144351110001,-3.85685548899994
Hm Valles,alcalá de henares,28005,20,Other purpose,Private Non-Profit,40.4830208560001,-3.36737238499995
Hospital Casaverde De Madrid,navalcarnero,28096,100,Psychophysical rehabilitation,Private Non-Profit,40.2825550000001,-4.01485993499995
Clínica Universidad De Navarra,madrid,28079,72,General,Other Private Non-Profit,40.447731457,-3.62483125099993
Complejo Hospitalario Universitario Infanta Leonor,madrid,28079,361,General,Autonomous Community,40.383949827,-3.62418370999995
Clínica San Vicente,madrid,28079,45,Psychophysical rehabilitation,Private Non-Profit,40.494596835,-3.71802232799996
Instituto Psiquiátrico Servicios De Salud Mental José Germain,leganés,28074,178,Psychiatric,Autonomous Community,40.327351261,-3.76763426699995
Instituto Psiquiátrico Servicios De Salud Mental José Germain-2 Aragón,leganés,28074,0,Psychiatric,Autonomous Community,40.3315148820001,-3.77466861099992
Hospital General Del H.U.R. De Málaga,málaga,29067,0,General,Autonomous Community,36.723177089,-4.44964876399996
Hospital Virgen De La Victoria,málaga,29067,0,General,Autonomous Community,36.7181760130001,-4.47783520999997
Hospital Civil,málaga,29067,0,General,Autonomous Community,36.7270533430001,-4.43069230499998
Centro Asistencial San Juan De Dios,málaga,29067,351,Psychiatric,Private Non-Profit (Church),36.7586110760001,-4.42580113899993
Centro Asistencial Hnas. Hosp. Del Sagrado Corazón De Jesús,málaga,29067,321,Psychiatric,Private Non-Profit (Church),36.733462795,-4.42208173999995
Hospital Vithas Parque San Antonio,málaga,29067,100,General,Private Non-Profit,36.722389778,-4.38922623799994
Hospital El Ángel,málaga,29067,138,General,Private Non-Profit,36.7150251680001,-4.45321674799993
Hospital Doctor Gálvez,málaga,29067,62,General,Private Non-Profit,36.7208378380001,-4.41938281399996
Clínica De La Encarnación,málaga,29067,105,General,Private Non-Profit,36.722767778,-4.45409071699993
Hospital Psiquiátrico San Francisco De Asís,málaga,29067,150,Psychiatric,Private Non-Profit,36.729291866,-4.36837248999996
Clínica Nuestra Sra. Del Pilar,málaga,29067,21,General,Private Non-Profit,36.7216525110001,-4.40416252599994
Hospital De Antequera,antequera,29015,159,General,Autonomous Community,37.030852167,-4.52821867299997
Hospital Quironsalud Marbella,marbella,29069,75,General,Private Non-Profit,36.508969506,-4.86694356099997
Hospital De La Axarquía,vélez-málaga,29094,197,General,Autonomous Community,36.751342736,-4.08949634099997
Hospital Marítimo De Torremolinos,torremolinos,29901,0,General,Autonomous Community,36.6377721710001,-4.48858355299996
Clínica Santa Elena,torremolinos,29901,90,General,Private Non-Profit,36.6257900000001,-4.52272241299994
Hospital Universitario Regional De Málaga,málaga,29067,1049,General,Autonomous Community,36.7232286870001,-4.45410337599998
Hospital Universitario Virgen De La Victoria,málaga,29067,657,General,Autonomous Community,36.7320875,-4.45210123299995
Hospital Materno-Infantil Del H.U.R. De Málaga,málaga,29067,0,Maternal-infant,Autonomous Community,36.729858026,-4.43251891699992
Hospital Costa Del Sol,marbella,29069,408,General,Autonomous Community,36.508608827,-4.82658859299994
Hospital  F.A.C. Doctor Pascual,málaga,29067,201,General,Private Non-Profit,36.7289616530001,-4.41216777899996
Clínica El Seranil,vélez-málaga,29094,60,Psychiatric,Private Non-Profit,36.7357700000001,-4.22444567099996
Hc Marbella International Hospital,marbella,29069,12,General,Private Non-Profit,36.5101877320001,-4.96424514899996
Hospital Humanline Banús,marbella,29069,15,Surgical,Private Non-Profit,36.540555,-4.94918999999993
Clínica Rincón,rincón de la victoria,29082,7,Other specialized,Private Non-Profit,36.7128896130001,-4.26665356899997
Hospiten Estepona,estepona,29051,74,General,Private Non-Profit,36.473895,-5.13986153699994
Fundación Cudeca. Centro De Cuidados Paliativos,benalmádena,29025,15,Other specialized,Private Non-Profit,36.6096600000001,-4.53560399999998
Xanit Hospital Internacional,benalmádena,29025,125,General,Private Non-Profit,36.600561,-4.56147449999997
Comunidad Terapéutica San Antonio,málaga,29067,35,Psychiatric,Private Non-Profit,36.7276813060001,-4.36040611299995
Hospital De Alta Resolución De Benalmádena,benalmádena,29025,46,General,Autonomous Community,36.5991476390001,-4.55789535399992
Hospital Quironsalud Málaga,málaga,29067,132,General,Private Non-Profit,36.684100969,-4.45803924999996
Cenyt Hospital,estepona,29051,10,General,Private Non-Profit,36.4301764780001,-5.14912683199998
Clínica Ochoa,marbella,29069,12,General,Private Non-Profit,36.509058,-4.86875633999995
Centro De Reproducción Asistida De Marbella (Ceram),marbella,29069,22,General,Private Non-Profit,36.516731039,-4.89701820499994
Clínica Rincón,nerja,29075,4,General,Private Non-Profit,36.7477003970001,-3.88040193599994
Helicópteros Sanitarios Hospital,marbella,29069,10,General,Private Non-Profit,36.540555,-4.94918999999993
Hospital De La Serranía,ronda,29084,150,General,Autonomous Community,36.722128297,-5.14688070699998
Hospital Valle Del Guadalhorce De Cártama,cártama,29038,0,General,Autonomous Community,36.7148750000001,-4.65168828299994
Hospital Clínico Universitario Virgen De La Arrixaca,murcia,30030,920,General,Social Security,37.9317456110001,-1.16272643699995
Hospital General Universitario Reina Sofía,murcia,30030,339,General,Autonomous Community,37.982840292,-1.12107368799997
Hospital Psiquiátrico Roman Alberca,murcia,30030,96,Psychiatric,Autonomous Community,37.942656335,-1.16725790099997
Hospital Quirónsalud Murcia,murcia,30030,131,General,Private Non-Profit,37.9779962900001,-1.11864455799997
Hospital La Vega,murcia,30030,123,General,Private Non-Profit,37.9925730000001,-1.13332342999996
Hospital Mesa Del Castillo,murcia,30030,76,Medical-surgical,Private Non-Profit,37.9686792380001,-1.12950859699993
Sanatorio Doctor Muñoz S.L.,murcia,30030,50,Psychiatric,Private Non-Profit,37.926460702,-1.16609711999996
"Clínica Médico-Quirúrgica San José, S.A.",alcantarilla,30005,139,Medical-surgical,Private Non-Profit,37.974861054,-1.22513153099993
Hospital Comarcal Del Noroeste,caravaca de la cruz,30015,103,General,Social Security,38.103789949,-1.86738448999995
Clínica Doctor Bernal S.L.,caravaca de la cruz,30015,39,Geriatrics and/or long-term care,Private Non-Profit,38.105802,-1.86807216099993
Hospital Santa María Del Rosell,cartagena,30016,0,General,Social Security,37.6084359650001,-0.976482407999924
Santo Y Real Hospital De Caridad,cartagena,30016,154,Geriatrics and/or long-term care,Other Private Non-Profit,37.6262370000001,-0.988933499999973
Hospital Nuestra Señora Del Perpetuo Socorro,cartagena,30016,214,Medical-surgical,Private Non-Profit,37.6139953540001,-0.996764987999939
Fundacion Hospital Real Piedad,cehegín,30017,40,Geriatrics and/or long-term care,Other Private Non-Profit,38.09668336,-1.79915675499996
Hospital Virgen Del Alcázar De Lorca,lorca,30024,175,Geriatrics and/or long-term care,Private Non-Profit,37.668461205,-1.69576415099993
Hospital General Universitario Los Arcos Del Mar Menor,san javier,30035,255,General,Autonomous Community,37.819066439,-0.859866806999946
Hospital Virgen Del Castillo,yecla,30043,96,General,Social Security,38.616077809,-1.10791853699993
Hospital Rafael Méndez,lorca,30024,287,General,Social Security,37.6450575640001,-1.73518856799996
Hospital General Universitario J.M. Morales Meseguer,murcia,30030,394,General,Social Security,37.994553038,-1.12945333299996
Hospital Ibermutuamur-Patología Laboral,murcia,30030,26,Traumatology and/or rehabilitation,Matep,38.0085528930001,-1.14879968299994
Hospital De La Vega Lorenzo Guirao,cieza,30019,124,General,Autonomous Community,38.22935138,-1.40902399099997
Hospital De Molina,molina de segura,30027,83,Medical-surgical,Municipality,38.061256417,-1.21228622399997
Clínica San Felipe Del Mediterráneo,murcia,30030,62,Psychiatric,Private Non-Profit,37.9351502740001,-1.15782353399993
Hospital De Cuidados Medios Villademar,san pedro del pinatar,30036,99,Geriatrics and/or long-term care,Private Non-Profit,37.828167288,-0.793080352999937
Residencia Los Almendros,cartagena,30016,60,Geriatrics and/or long-term care,Private Non-Profit,37.622815378,-1.11988227599994
Complejo Hospitalario Universitario De Cartagena,cartagena,30016,691,General,Social Security,37.607120475,-0.975184972999955
Hospital General Universitario Santa Lucia,cartagena,30016,0,General,Autonomous Community,37.601523263,-0.961645830999942
Hospital Perpetuo Socorro Alameda,cartagena,30016,93,Geriatrics and/or long-term care,Private Non-Profit,37.614950612,-0.995415301999969
Hospital C.M.V. Caridad Cartagena,cartagena,30016,40,Medical-surgical,Private Non-Profit,37.6159259990001,-0.987220567999941
Centro San Francisco Javier,pamplona/iruña,31201,28,Psychiatric,Autonomous Community,42.833333478,-1.62481300699994
Hospital San Juan De Dios,pamplona/iruña,31201,190,General,Private Non-Profit (Church),42.8161537820001,-1.62374839999995
Clinica Psiquiatrica Padre Menni,pamplona/iruña,31201,226,Psychiatric,Private Non-Profit (Church),42.8248410460001,-1.65422988599994
Clinica Universidad De Navarra,pamplona/iruña,31201,241,General,Other Private Non-Profit,42.802189469,-1.66727028299994
Clinica San Miguel,pamplona/iruña,31201,72,General,Private Non-Profit,42.8195237950001,-1.62127891699993
Clínica San Fermín,pamplona/iruña,31201,5,General,Private Non-Profit,42.8094655360001,-1.64125327999994
Centro Hospitalario Benito Menni,baztan,31050,148,Psychiatric,Private Non-Profit (Church),43.1463150000001,-1.52783655099995
Hospital García Orcoyen,estella-lizarra,31097,93,General,Autonomous Community,42.683315969,-2.03890547599997
Hospital Reina Sofía,tudela,31232,190,General,Autonomous Community,42.0408673220001,-1.62530474999994
Clínica Psicogeriátrica Josefina Arregui,altsasu/alsasua,31010,21,Psychiatric,Other Private Non-Profit,42.9102050000001,-2.17932757799997
Complejo Hospitalario De Navarra,pamplona/iruña,31201,1086,General,Autonomous Community,42.8051404660001,-1.66852095899998
Complexo Hospitalario Universitario De Ourense,ourense,32054,869,General,Public Entities,42.327010708,-7.85883781799993
Hospital Universitario Cristal,ourense,32054,0,General,Public Entities,42.327010708,-7.85883781799993
Hospital Santo Cristo De Piñor (Psiquiatrico),barbadás,32008,0,General,Public Entities,42.3241377250001,-7.88776474899993
Hospital Santa Maria Nai,ourense,32054,0,General,Public Entities,42.327010708,-7.85883781799993
Centro Medico El Carmen,ourense,32054,43,General,Private Non-Profit,42.3425176320001,-7.86436462599994
Hospital De Valdeorras (*),"barco de valdeorras, o",32009,100,General,Social Security,42.4175752720001,-6.99102144899996
Hospital De Verin,verín,32085,80,General,Autonomous Community,41.9540691340001,-7.43030562299998
Clinica Santa Teresa,ourense,32054,49,General,Private Non-Profit,42.343855666,-7.86557438799997
Hospital Monte Naranco,oviedo,33044,194,General,Autonomous Community,43.3700886620001,-5.87299955799995
Centro Médico De Asturias,oviedo,33044,105,General,Private Non-Profit,43.3409084210001,-5.87044384499995
Clínica Asturias,oviedo,33044,46,General,Private Non-Profit,43.367644582,-5.85609159099994
Clínica San Rafael,oviedo,33044,36,Psychiatric,Private Non-Profit,43.3809799650001,-5.82872131199997
"Hospital  Universitario ""San Agustín""",avilés,33004,436,General,Social Security,43.551997853,-5.93579096599996
Fundación Hospital De Avilés,avilés,33004,90,Medical-surgical,Other Private Non-Profit,43.555499974,-5.92557306399993
Hospital Carmen Y Severo Ochoa,cangas del narcea,33011,103,General,Social Security,43.1752750530001,-6.54733266899996
Hospital Comarcal De Jarrio,coaña,33018,105,General,Social Security,43.544314608,-6.74709884299995
Hospital De Cabueñes,gijón,33024,457,General,Social Security,43.5248042170001,-5.60652307599997
Hospital De La Cruz Roja,gijón,33024,120,Medical-surgical,Private Non-Profit (Red Cross),43.538354214,-5.65492950599997
Sanatorio Nuestra Señora De Covadonga,gijón,33024,24,Medical-surgical,Private Non-Profit (Church),43.5314880000001,-5.64858570399997
Fundación Hospital De Jove,gijón,33024,233,General,Other Private Non-Profit,43.550230872,-5.69900502199994
"Hospital Begoña De Gijón, S.L.",gijón,33024,41,General,Private Non-Profit,43.5352301450001,-5.64762941899994
Hospital Valle Del Nalón,langreo,33031,223,General,Social Security,43.3282152640001,-5.72174381699995
Fundación Sanatorio Adaro,langreo,33031,138,Geriatrics and/or long-term care,Other Private Non-Profit,43.2919061040001,-5.67541485699996
Hospital V. Álvarez Buylla,mieres,33037,176,General,Social Security,43.2264141360001,-5.78150638299996
Hospital Universitario Central De Asturias,oviedo,33044,991,General,Public Entities,43.3736588250001,-5.82972540199995
Hospital Del Oriente De Asturias Francisco Grande Covián,parres,33045,90,General,Autonomous Community,43.3817565210001,-5.18496195599994
Hospital De Luarca -Asistencia Médica Occidentalsl,valdés,33034,19,Other specialized,Private Non-Profit,43.541660522,-6.52779190099994
"Instituto Salud Mental Pérez-Espinosa Oria, S.L.",llanera,33035,42,Psychiatric,Private Non-Profit,43.432586402,-5.80737081699994
Clínica Psiquiátrica Somió,gijón,33024,40,Psychiatric,Private Non-Profit,43.5478122100001,-5.61151898999998
Clínica Cirugía Plástica Y Estética Fernández Y Fernández Cossío,oviedo,33044,3,Surgical,Private Non-Profit,43.351919249,-5.85791642999993
Hospital Gijón,gijón,33024,32,Geriatrics and/or long-term care,Private Non-Profit,43.537606522,-5.65818269599993
Centro Terapéutico Vista Alegre,gijón,33024,28,Psychiatric,Private Non-Profit,43.532464631,-5.62841646899994
Instituto Oftalmológico Fernández -Vega,oviedo,33044,13,Ophthalmologic or ENT,Private Non-Profit,43.369200026,-5.86838724199993
Hospital Rio Carrión,palencia,34120,0,General,Social Security,42.0008120530001,-4.53984637999997
Hospital San Telmo,palencia,34120,0,General,Provincial Council or Island Council,41.995195638,-4.51773532099998
Hospital Psiquiatrico San Luis,palencia,34120,206,Psychiatric,Private Non-Profit (Church),41.992253062,-4.51221861499994
Área Psiquiátrica Del Centro Asistencial San Juan De Dios,palencia,34120,97,Psychiatric,Private Non-Profit (Church),42.007261027,-4.53834728699997
Hospital Recoletas De Palencia,palencia,34120,44,General,Private Non-Profit,42.015905896,-4.54021086399996
Complejo Asistencial Universitario De Palencia,palencia,34120,495,General,Public Entities,42.002517551,-4.53736645699996
Hospital Universitario Materno-Infantil De Canarias,"palmas de gran canaria, las",35016,0,Maternal-infant,Social Security,28.081044713,-15.417030611
Hospital Universitario Insular De Gran Canaria,"palmas de gran canaria, las",35016,0,General,Autonomous Community,28.083770874,-15.417528429
Unidades Clínicas Y De Rehabilitación (Ucyr),"palmas de gran canaria, las",35016,0,Psychiatric,Autonomous Community,28.101671975,-15.4234272479999
Sanatorio Dermatológico Regional,"palmas de gran canaria, las",35016,54,Geriatrics and/or long-term care,Provincial Council or Island Council,28.0586928920001,-15.460877959
Fundación Benéfica Canaria Casa Asilo San José,"palmas de gran canaria, las",35016,66,General,Other Private Non-Profit,28.1430331500001,-15.432269364
Vithas Hospital Santa Catalina,"palmas de gran canaria, las",35016,152,General,Private Non-Profit,28.1268076380001,-15.429821239
"Hospital Policlínico La Paloma, S.A.","palmas de gran canaria, las",35016,108,General,Private Non-Profit,28.126461143,-15.4322351609999
"Instituto Policlínico Cajal, S.L.","palmas de gran canaria, las",35016,136,General,Private Non-Profit,28.109884977,-15.4213507819999
Hospital San Roque Las Palmas De Gran Canaria,"palmas de gran canaria, las",35016,162,General,Private Non-Profit,28.099026,-15.413379936
Clínica Bandama,"palmas de gran canaria, las",35016,64,Psychiatric,Private Non-Profit,28.0551049000001,-15.4620875219999
Hospital Nuestra Señora Del Perpetuo Socorro,"palmas de gran canaria, las",35016,187,General,Private Non-Profit,28.1373905900001,-15.430160556
Hospital Doctor José Molina Orosa,arrecife,35004,292,General,Social Security,28.9744142910001,-13.5661152179999
Hospital Insular De Lanzarote,arrecife,35004,80,Geriatrics and/or long-term care,Provincial Council or Island Council,28.9619833690001,-13.5433692889999
Hospital General De Fuerteventura,puerto del rosario,35017,131,General,Autonomous Community,28.4893974880001,-13.8692290609999
"Quinta Médica De Reposo, S.A.",santa brígida,35021,78,Psychiatric,Private Non-Profit,28.03036244,-15.4993941499999
Hospital De San Roque Guía,santa maría de guía de gran canaria,35023,0,Geriatrics and/or long-term care,Autonomous Community,28.1345271880001,-15.6274633959999
Hospital Ciudad De Telde,telde,35026,219,Geriatrics and/or long-term care,Private Non-Profit,28.00629,-15.38244
Complejo Hospitalario Universitario Insular-Materno Infantil,"palmas de gran canaria, las",35016,916,General,Autonomous Community,28.067808002,-15.424055
Hospital Clínica Roca (Roca Gestión Hospitalaria),san bartolomé de tirajana,35019,81,General,Private Non-Profit,27.7728725650001,-15.5424226119999
Hospital Universitario  De Gran Canaria Dr. Negrín,"palmas de gran canaria, las",35016,0,General,Autonomous Community,28.120449851,-15.444838395
Hospiten Lanzarote (Clínicas Del Sur S.L.U.),tías,35028,61,General,Private Non-Profit,28.939555,-13.6462862669999
Complejo Hospitalario Universitario De Gran Canaria Dr. Negrín,"palmas de gran canaria, las",35016,828,General,Autonomous Community,28.127500992,-15.440697063
Hospital San Roque Maspalomas,san bartolomé de tirajana,35019,147,General,Municipality,27.750803546,-15.6073587929999
Clínica Parque Fuerteventura,puerto del rosario,35017,12,Medical-surgical,Private Non-Profit,28.499427,-13.8613005
Clinica Jorgani,teguise,35024,11,General,Private Non-Profit,29.003095226,-13.4836006589999
Hospital Universitario Montecelo,pontevedra,36038,0,General,Public Entities,42.434553511,-8.62922216599998
Hospital Provincial De Pontevedra,pontevedra,36038,0,General,Public Entities,42.4282984990001,-8.63394710699993
Hestia Santa Maria,pontevedra,36038,70,Geriatrics and/or long-term care,Private Non-Profit,42.4324829600001,-8.64741121599997
Hospital Quironsalud Miguel Dominguez,pontevedra,36038,127,General,Private Non-Profit,42.42866,-8.64593604799995
Instituto De Neuro-Rehabilitacion Quironsalud Pontevedra,poio,36041,30,Other specialized,Private Non-Profit,42.4338188900001,-8.66125872899994
Hospital Meixoeiro,vigo,36057,0,General,Public Entities,42.215662733,-8.68202130399993
Hospital Nicolas Peña,vigo,36057,0,General,Public Entities,42.225528824,-8.72950419399996
"Fremap, Hospital De Vigo",vigo,36057,17,Traumatology and/or rehabilitation,Matep,42.228756,-8.72776761699993
Hospital Povisa,vigo,36057,573,General,Private Non-Profit,42.223435554,-8.72782782099995
Hospital Hm Vigo,vigo,36057,12,General,Private Non-Profit,42.2296006380001,-8.72227456899998
Vithas Hospital Nosa Señora De Fatima,vigo,36057,200,General,Private Non-Profit,42.234313727,-8.70922112799997
Concheiro Centro Medico Quirurgico,vigo,36057,40,Surgical,Private Non-Profit,42.2284048540001,-8.71896874799995
Centro Medico Pintado,vigo,36057,12,Maternal-infant,Private Non-Profit,42.23008185,-8.72895694299996
Sanatorio Psiquiatrico San Jose,vigo,36057,48,Psychiatric,Private Non-Profit,42.224049671,-8.73741923199998
Clinica Residencia El Pinar,vigo,36057,84,Psychiatric,Private Non-Profit,42.221238521,-8.68198025399994
Complexo Hospitalario Universitario De Pontevedra,pontevedra,36038,605,General,Public Entities,42.434553511,-8.62922216599998
Hospital Do Salnes (*),vilagarcía de arousa,36060,122,General,Autonomous Community,42.573938264,-8.72723632399993
Complexo Hospitalario Universitario De Vigo,vigo,36057,1273,General,Public Entities,42.190399719,-8.71818425699996
Hospital Universitario Alvaro Cunqueiro,vigo,36057,0,General,Public Entities,42.190399719,-8.71818425699996
Complejo Asistencial Universitario De Salamanca,salamanca,37274,914,General,Public Entities,40.964171563,-5.67288957099993
Hospital Universitario De Salamanca,salamanca,37274,0,General,Social Security,40.963784382,-5.67501256999998
Hospital General De La Santísima Trinidad,salamanca,37274,106,General,Other Private Non-Profit,40.9678049120001,-5.66814004799994
Hospital Los Montalvos,carrascal de barregas,37087,0,General,Autonomous Community,40.926513378,-5.74050495499995
Complejo Hospitalario Universitario Ntra. Sra. De Candelaria,santa cruz de tenerife,38038,1066,General,Social Security,28.4496382360001,-16.2846129509999
Hospital Universitario Nuestra Señora De Candelaria,santa cruz de tenerife,38038,0,General,Social Security,28.448296068,-16.2848451409999
Hospital De Ofra,santa cruz de tenerife,38038,0,General,Social Security,28.4695800000001,-16.2746349
Unidades Clínicas Y De Rehabilitación De Salud Mental,santa cruz de tenerife,38038,0,Psychiatric,Autonomous Community,28.4700703140001,-16.267857369
Hospital Febles Campos,santa cruz de tenerife,38038,258,Geriatrics and/or long-term care,Provincial Council or Island Council,28.4612590900001,-16.2605812099999
Hospital San Juan De Dios,santa cruz de tenerife,38038,152,General,Private Non-Profit (Church),28.452751032,-16.2716424999999
