cmun,municipality,province,altitude,longitude,latitude,Koppen_Climate,description
24149,San Millán de los Caballeros,León,750.4792,-5.562459,42.28611,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
24150,San Pedro Bercianos,León,823.5859,-5.709544,42.39166,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24151,Santa Colomba de Curueño,León,926.4728,-5.411633,42.75084,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24152,Santa Colomba de Somoza,León,998.198,-6.244172,42.44449,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24153,Santa Cristina de Valmadrigal,León,806.7304,-5.310498,42.35649,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24154,Santa Elena de Jamuz,León,767.0479,-5.886668,42.26,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
24155,Santa María de la Isla,León,788.8663,-5.929276,42.35504,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24156,Santa María del Monte de Cea,León,889.7578,-5.117516,42.49178,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24157,Santa María del Páramo,León,812.0701,-5.747854,42.35568,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24158,Santa María de Ordás,León,949.3904,-5.822508,42.72724,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24159,Santa Marina del Rey,León,845.9294,-5.858411,42.51359,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24160,Santas Martas,León,834.6781,-5.372084,42.4327,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24161,Santiago Millas,León,933.2487,-6.105768,42.38248,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24162,Santovenia de la Valdoncina,León,839.5405,-5.621881,42.54325,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24163,Sariegos,León,870.648,-5.633333,42.65,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24164,Sena de Luna,León,1146.444,-5.952073,42.92972,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
24165,Sobrado,León,441.7868,-6.853734,42.51915,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24166,Soto de la Vega,León,779.906,-5.882584,42.33125,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
24167,Soto y Amío,León,1063.305,-5.886462,42.77994,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24168,Toral de los Guzmanes,León,744.2477,-5.568284,42.24286,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
24169,Toreno,León,653.8434,-6.509904,42.70055,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24170,Torre del Bierzo,León,738.916,-6.324807,42.5947,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24171,Trabadelo,León,573.4517,-6.882131,42.64945,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24172,Truchas,León,1119.999,-6.43549,42.26122,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24173,Turcia,León,850.9941,-5.876189,42.53492,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24174,Urdiales del Páramo,León,810.6698,-5.773118,42.37043,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24175,Valdefresno,León,871.7318,-5.492152,42.59381,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24176,Valdefuentes del Páramo,León,786.8314,-5.830119,42.32334,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
24177,Valdelugueros,León,1194.567,-5.412788,42.97364,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
24178,Valdemora,León,777.129,-5.427226,42.19477,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24179,Valdepiélago,León,1030.69,-5.398154,42.86868,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24180,Valdepolo,León,873.5519,-5.22613,42.57626,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24181,Valderas,León,752.0427,-5.442767,42.07758,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
24182,Valderrey,León,830.6566,-6.018861,42.39484,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24183,Valderrueda,León,1023.137,-4.948068,42.81544,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24184,Valdesamario,León,1021.253,-5.952188,42.72149,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24185,Val de San Lorenzo,León,886.899,-6.120397,42.41695,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24187,Valdevimbre,León,810.7202,-5.622447,42.42081,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24188,Valencia de Don Juan,León,767.8869,-5.519861,42.29401,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
24189,Valverde de la Virgen,León,890.2882,-5.683748,42.56865,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24190,Valverde-Enrique,León,833.2962,-5.299965,42.30505,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24191,Vallecillo,León,846.0903,-5.211738,42.35655,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24193,"Vecilla, La",León,1009.372,-5.405795,42.84916,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24194,Vegacervera,León,1046.433,-5.534939,42.88636,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24196,Vega de Espinareda,León,607.2139,-6.655013,42.72601,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24197,Vega de Infanzones,León,780.0,-5.533533,42.48265,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24198,Vega de Valcarce,León,629.737,-6.945935,42.66407,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24199,Vegaquemada,León,938.0208,-5.332815,42.8185,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24201,Vegas del Condado,León,862.0,-5.366673,42.68404,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24202,Villablino,León,989.2762,-6.320078,42.93821,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
24203,Villabraz,León,847.0239,-5.447141,42.24592,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24205,Villadangos del Páramo,León,899.3542,-5.766411,42.51751,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24207,Villademor de la Vega,León,748.9046,-5.569057,42.27039,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
24209,Villafranca del Bierzo,León,518.9436,-6.807748,42.60765,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24210,Villagatón,León,1015.718,-6.162189,42.6349,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24211,Villamandos,León,727.7506,-5.590787,42.17973,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
24212,Villamañán,León,762.7079,-5.582248,42.3217,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
24213,Villamartín de Don Sancho,León,892.331,-5.058353,42.56853,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24214,Villamejil,León,909.9926,-6.023193,42.56238,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24215,Villamol,León,819.0361,-5.046878,42.42696,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24216,Villamontán de la Valduerna,León,822.5558,-5.995912,42.30983,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24217,Villamoratiel de las Matas,León,845.7986,-5.30069,42.39805,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24218,Villanueva de las Manzanas,León,780.3629,-5.479661,42.47071,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24219,Villaobispo de Otero,León,868.2292,-6.058352,42.50024,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24221,Villaquejida,León,724.3493,-5.597562,42.14514,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
24222,Villaquilambre,León,864.2917,-5.557585,42.63885,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24223,Villarejo de Órbigo,León,816.7586,-5.904218,42.44614,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24224,Villares de Órbigo,León,831.3205,-5.913153,42.47118,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24225,Villasabariego,León,851.8769,-5.413929,42.53359,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24226,Villaselán,León,862.9064,-5.047582,42.56092,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24227,Villaturiel,León,797.6174,-5.485187,42.51855,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24228,Villazala,León,799.6208,-5.8546,42.36126,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24229,Villazanzo de Valderaduey,León,916.1418,-4.963682,42.53504,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
24230,Zotes del Páramo,León,782.1282,-5.735958,42.27202,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
24901,Villamanín,León,1138.44,-5.655591,42.9384,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
24902,Villaornate y Castro,León,737.9659,-5.549681,42.18473,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25001,Abella de la Conca,Lleida,952.1764,1.089764,42.16106,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25002,Àger,Lleida,607.9741,0.7643949,42.00282,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25003,Agramunt,Lleida,338.7131,1.098811,41.78611,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25004,"Alamús, Els",Lleida,207.9185,0.7375647,41.6161,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25005,Alàs i Cerc,Lleida,745.4337,1.505077,42.35157,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25006,"Albagés, L'",Lleida,370.0416,0.7388024,41.4481,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25007,Albatàrrec,Lleida,151.8978,0.6057172,41.57299,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25008,Albesa,Lleida,238.3108,0.6582234,41.75198,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25009,"Albi, L'",Lleida,534.4882,0.9378923,41.42517,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25010,Alcanó,Lleida,216.0127,0.6179771,41.48085,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25011,Alcarràs,Lleida,136.5219,0.530272,41.56614,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25012,Alcoletge,Lleida,213.2258,0.6945253,41.64909,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25013,Alfarràs,Lleida,298.5017,0.5681205,41.83093,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25014,Alfés,Lleida,233.033,0.61902,41.52213,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25015,Algerri,Lleida,347.6021,0.6366221,41.81448,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25016,Alguaire,Lleida,282.0707,0.5897447,41.73795,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25017,Alins,Lleida,1056.239,1.317485,42.54928,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25019,Almacelles,Lleida,249.5397,0.4377279,41.73101,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25020,Almatret,Lleida,468.0571,0.4244163,41.30526,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25021,Almenar,Lleida,300.9621,0.5701049,41.79552,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25022,Alòs de Balaguer,Lleida,298.3662,0.9600118,41.91187,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25023,Alpicat,Lleida,264.9039,0.5552974,41.66711,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25024,Alt Àneu,Lleida,1091.135,1.107489,42.63529,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25025,Naut Aran,Lleida,1273.032,0.9030556,42.70889,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25027,Anglesola,Lleida,342.0,1.086762,41.65731,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25029,Arbeca,Lleida,306.752,0.9184976,41.54045,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25030,"Pont de Bar, El",Lleida,867.9058,1.606315,42.37196,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25031,Arres,Lleida,1300.125,0.7122222,42.75694,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25032,Arsèguel,Lleida,985.8667,1.584271,42.34995,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25033,Artesa de Lleida,Lleida,201.7782,0.7055162,41.55321,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25034,Artesa de Segre,Lleida,332.3418,1.047474,41.89501,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25035,"Sentiu de Sió, La",Lleida,253.8751,0.8781835,41.8053,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25036,Aspa,Lleida,256.8022,0.6723415,41.49573,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25037,"Avellanes i Santa Linya, Les",Lleida,571.9478,0.766037,41.90782,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25038,Aitona,Lleida,114.3093,0.4597391,41.49576,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25039,Baix Pallars,Lleida,606.2668,1.065556,42.32555,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25040,Balaguer,Lleida,227.2513,0.805238,41.7897,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25041,Barbens,Lleida,284.5768,1.014993,41.67765,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25042,"Baronia de Rialb, La",Lleida,598.8065,1.178759,41.97425,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25043,"Vall de Boí, La",Lleida,1100.0,0.8036,42.5047,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25044,Bassella,Lleida,413.0881,1.288306,42.01102,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25045,Bausen,Lleida,904.0203,0.7167327,42.83448,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25046,Belianes,Lleida,375.9277,1.016285,41.55912,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25047,Bellcaire d'Urgell,Lleida,264.6959,0.9065079,41.75747,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25048,Bell-lloc d'Urgell,Lleida,199.3234,0.7808905,41.6294,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25049,Bellmunt d'Urgell,Lleida,347.8303,0.9525583,41.77271,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25050,Bellpuig,Lleida,293.6344,1.009216,41.62607,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25051,Bellver de Cerdanya,Lleida,1033.611,1.778271,42.37015,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25052,Bellvís,Lleida,209.0,0.8210204,41.67349,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25053,Benavent de Segrià,Lleida,234.1884,0.633923,41.69626,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25055,Biosca,Lleida,433.4449,1.356162,41.83946,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25056,Bovera,Lleida,302.8737,0.6388591,41.32816,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25057,"Bòrdes, Es",Lleida,843.9403,0.7190797,42.73772,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25058,"Borges Blanques, Les",Lleida,305.5594,0.8692022,41.52052,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25059,Bossòst,Lleida,712.4904,0.6924253,42.78545,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25060,Cabanabona,Lleida,427.6726,1.217437,41.85149,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25061,Cabó,Lleida,722.8973,1.2496,42.23819,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25062,Camarasa,Lleida,259.0302,0.8746512,41.87198,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25063,Canejan,Lleida,824.3683,0.7382667,42.83821,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25064,Castellar de la Ribera,Lleida,645.1425,1.415993,42.02211,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25067,Castelldans,Lleida,354.4236,0.7652315,41.49791,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25068,Castellnou de Seana,Lleida,275.9631,0.9675318,41.64469,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25069,Castelló de Farfanya,Lleida,322.9813,0.7320892,41.81645,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25070,Castellserà,Lleida,269.1279,0.9867843,41.74613,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25071,Cava,Lleida,1260.723,1.605365,42.32498,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25072,Cervera,Lleida,514.1133,1.275151,41.66832,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25073,Cervià de les Garrigues,Lleida,455.9915,0.860136,41.4265,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25074,Ciutadilla,Lleida,490.5793,1.137139,41.56145,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25075,Clariana de Cardener,Lleida,505.0493,1.623909,41.93346,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25076,"Cogul, El",Lleida,281.9914,0.6894156,41.46797,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25077,Coll de Nargó,Lleida,562.6977,1.31651,42.17325,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25078,Corbins,Lleida,195.6501,0.6974681,41.69099,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25079,Cubells,Lleida,470.9419,0.9575363,41.85313,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25081,"Espluga Calba, L'",Lleida,430.8572,1.004931,41.49628,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25082,Espot,Lleida,1329.839,1.088914,42.57584,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25085,Estaràs,Lleida,592.5443,1.377792,41.6913,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25086,Esterri d'Àneu,Lleida,958.5542,1.123358,42.62886,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25087,Esterri de Cardós,Lleida,1192.209,1.262214,42.59241,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25088,Estamariu,Lleida,1044.079,1.524045,42.374,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25089,Farrera,Lleida,1347.608,1.271296,42.49732,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25092,"Floresta, La",Lleida,326.3009,0.9198578,41.50921,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25093,Fondarella,Lleida,239.177,0.8755022,41.63536,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25094,Foradada,Lleida,433.8825,1.014578,41.87683,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25096,"Fuliola, La",Lleida,273.3843,1.017128,41.71503,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25097,Fulleda,Lleida,580.2524,1.024983,41.46349,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25098,Gavet de la Conca,Lleida,419.0891,0.9211597,42.12273,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25099,Golmés,Lleida,270.857,0.9324688,41.63127,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25100,Gósol,Lleida,1425.53,1.660325,42.237,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25101,"Granadella, La",Lleida,519.9661,0.6658524,41.35672,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25102,"Granja d'Escarp, La",Lleida,86.5028,0.3525815,41.41861,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25103,Granyanella,Lleida,507.9074,1.223529,41.64772,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25104,Granyena de Segarra,Lleida,585.0941,1.245615,41.62245,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25105,Granyena de les Garrigues,Lleida,357.5183,0.6491443,41.4337,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25109,Guimerà,Lleida,512.8314,1.184428,41.56411,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25110,Guissona,Lleida,494.9318,1.290763,41.7867,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25111,Guixers,Lleida,877.1038,1.633646,42.13188,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25112,Ivars de Noguera,Lleida,326.9235,0.5869282,41.8505,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25113,Ivars d'Urgell,Lleida,265.9485,0.9885827,41.68353,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25114,Ivorra,Lleida,553.0552,1.394549,41.77162,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25115,Isona i Conca Dellà,Lleida,659.2741,1.046651,42.11969,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25118,Juncosa,Lleida,572.8483,0.7753397,41.37148,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25119,Juneda,Lleida,266.91,0.8254097,41.54811,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25120,Lleida,Lleida,166.4499,0.6257825,41.61415,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25121,Les,Lleida,638.8151,0.710633,42.81004,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25122,Linyola,Lleida,249.5356,0.9027762,41.71127,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25123,Lladorre,Lleida,1071.652,1.249069,42.62151,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25124,Lladurs,Lleida,820.0,1.509306,42.04396,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25125,Llardecans,Lleida,397.0908,0.5513021,41.37489,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25126,Llavorsí,Lleida,796.6211,1.212028,42.4955,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25127,Lles de Cerdanya,Lleida,1467.283,1.687812,42.39004,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25128,Llimiana,Lleida,753.4308,0.9161858,42.0766,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25129,Llobera,Lleida,846.8084,1.472779,41.95104,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25130,Maldà,Lleida,418.2859,1.039801,41.55087,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25131,Massalcoreig,Lleida,94.94318,0.3593504,41.45969,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25132,Massoteres,Lleida,503.74,1.311524,41.79785,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25133,Maials,Lleida,374.7433,0.5082115,41.3639,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25134,Menàrguens,Lleida,208.0313,0.742645,41.72808,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25135,Miralcamp,Lleida,267.9695,0.8817882,41.60421,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25136,"Molsosa, La",Lleida,641.0245,1.538781,41.78234,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25137,Mollerussa,Lleida,255.1743,0.8941285,41.63004,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25138,Montgai,Lleida,285.5883,0.9574335,41.799,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25139,Montellà i Martinet,Lleida,960.6633,1.695621,42.3597,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25140,Montferrer i Castellbò,Lleida,718.1434,1.427727,42.34172,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25141,Montoliu de Segarra,Lleida,683.5535,1.271035,41.59043,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25142,Montoliu de Lleida,Lleida,148.1022,0.5875061,41.56234,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25143,Montornès de Segarra,Lleida,586.9286,1.2322,41.60056,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25145,Nalec,Lleida,468.2451,1.116193,41.56065,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25146,Navès,Lleida,602.2256,1.640491,41.99071,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25148,Odèn,Lleida,1283.885,1.454693,42.13264,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25149,Oliana,Lleida,456.1855,1.312823,42.06369,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25150,Oliola,Lleida,415.9434,1.175909,41.87523,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25151,Olius,Lleida,555.1147,1.565473,42.00957,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25152,"Oluges, Les",Lleida,520.3976,1.321196,41.69628,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25153,"Omellons, Els",Lleida,383.1201,0.9630012,41.50187,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25154,"Omells de na Gaia, Els",Lleida,559.9135,1.075646,41.50086,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
25155,Organyà,Lleida,551.4544,1.328864,42.2114,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
25156,Os de Balaguer,Lleida,462.0808,0.7197718,41.87282,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25157,Ossó de Sió,Lleida,387.8812,1.15933,41.75426,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25158,"Palau d'Anglesola, El",Lleida,239.3142,0.880874,41.65163,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
25161,Conca de Dalt,Lleida,502.1039,0.9730556,42.24611,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
25163,"Coma i la Pedra, La",Lleida,961.528,1.591064,42.17559,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
